,School name,Department,Departmental research,Research type
0,Cornell University,Physics,Accelerator,experimental
1,Illinois Institute of Technology,Physics,Accelerator,experimental
2,Lehigh University,Physics,Accelerator,experimental
3,Old Dominion University,Physics,Accelerator,experimental
4,University of Michigan,Applied Physics,Accelerator,experimental
5,"University of Tennessee, Knoxville",Physics & Astronomy,Accelerator,experimental
6,University of Michigan,Applied Physics,Accelerator,theoretical
7,Purdue Universty,Physics,Accelerator Mass Spectrometry,experimental
8,"State University of New York (SUNY), Stony Brook",Physics & Astronomy,Accelerator Physics,experimental
9,University of Chicago,Physics,Accelerator Physics,experimental
10,"State University of New York (SUNY), Stony Brook",Physics & Astronomy,Accelerator Physics,theoretical
11,Bowling Green State University,Physics & Astronomy,Acoustics,experimental
12,San Jose State University,Physics,Acoustics,experimental
13,University of Alaska Fairbanks,Physics,Acoustics,experimental
14,University of Michigan,Applied Physics,Acoustics,experimental
15,University of Mississippi,Physics & Astronomy,Acoustics,experimental
16,University of Vermont,Physics,Acoustics,experimental
17,Bowling Green State University,Physics & Astronomy,Acoustics,theoretical
18,Eastern Michigan University,Physics and Astronomy,Acoustics,theoretical
19,Harvard University,Physics,Acoustics,theoretical
20,"State University of New York (SUNY), Univ. at Buffalo",Physics,Acoustics,theoretical
21,"University of California, San Diego",Physics,Acoustics,theoretical
22,University of Michigan,Applied Physics,Acoustics,theoretical
23,Virginia Commonwealth University,Physics,Acoustics,theoretical
24,"Texas State University, San Marcos",Physics,Adaptive Optics,experimental
25,The University of North Carolina at Charlotte,Physics and Optical Science,Adaptive optics,experimental
26,The University of North Carolina at Charlotte,Physics and Optical Science,Adaptive Optics,theoretical
27,University of California Merced,Physics,Affiliated faculty in other departments,experimental
28,"University of Maryland, Baltimore County",Atmospheric Physics Graduate Program,air quality,theoretical
29,University of Michigan,Applied Physics,Applied Mathematics,experimental
30,Columbia University,Department of Applied Physics and Applied Mathematics,Applied Mathematics,theoretical
31,Harvard University,Physics,Applied Mathematics,theoretical
32,University of Michigan,Applied Physics,Applied Mathematics,theoretical
33,Colorado School of Mines,Physics,Applied Optics,experimental
34,University of New Hampshire,Physics,Applied Optics,experimental
35,"California State University, Long Beach",Physics & Astronomy,Applied Physics,experimental
36,Harvard University,Physics,Applied Physics,experimental
37,Illinois Institute of Technology,Physics,Applied Physics,experimental
38,New Mexico State University,Physics,Applied Physics,experimental
39,Oakland University,Physics,Applied Physics,experimental
40,Purdue Universty,Physics,Applied Physics,experimental
41,San Francisco State University,Physics & Astronomy,Applied Physics,experimental
42,San Jose State University,Physics,Applied Physics,experimental
43,"State University of New York (SUNY), Binghamton","Physics, Applied Physics & Astronomy",Applied Physics,experimental
44,"State University of New York (SUNY), Univ. at Buffalo",Physics,Applied Physics,experimental
45,"University of Colorado, Boulder",Physics,Applied Physics,experimental
46,"University of Massachusetts, Lowell",Physics & Applied Physics,Applied Physics,experimental
47,"University of Massachusetts, Lowell",Physics & Applied Physics,Applied Physics,experimental
48,"University of Massachusetts, Lowell",Physics & Applied Physics,Applied Physics,experimental
49,University of Michigan,Applied Physics,Applied Physics,experimental
50,University of South Florida,Physics,Applied Physics,experimental
51,West Virginia University,Physics,Applied Physics,experimental
52,Harvard University,Physics,Applied Physics,theoretical
53,Oakland University,Physics,Applied Physics,theoretical
54,Seton Hall University,Physics,Applied Physics,theoretical
55,Texas Tech University,Physics,Applied Physics,theoretical
56,University of Michigan,Applied Physics,Applied Physics,theoretical
57,University of South Florida,Physics,Applied Physics,theoretical
58,West Virginia University,Physics,Applied Physics,theoretical
59,University of Kansas,Physics & Astronomy,Astrobiophysics,experimental
60,Clark University,Physics,Astrochemistry,experimental
61,Appalachian State University,Physics and Astronomy,Astronomy,experimental
62,Bowling Green State University,Physics & Astronomy,Astronomy,experimental
63,Clarkson University,Physics,Astronomy,experimental
64,Clemson University,Physics & Astronomy,Astronomy,experimental
65,DePaul University,Physics,Astronomy,experimental
66,Florida International University,Physics,Astronomy,experimental
67,Georgia State University,Physics & Astronomy,Astronomy,experimental
68,Iowa State University,Physics and Astronomy,Astronomy,experimental
69,Lehigh University,Physics,Astronomy,experimental
70,Missouri University of Science & Technology,Physics,Astronomy,experimental
71,New Mexico State University,Astronomy,Astronomy,experimental
72,"North Carolina State University, Raleigh",Physics,Astronomy,experimental
73,Northern Arizona University,Physics,Astronomy,experimental
74,San Francisco State University,Physics & Astronomy,Astronomy,experimental
75,Southern Connecticut State University,Physics,Astronomy,experimental
76,"State University of New York (SUNY), Stony Brook",Physics & Astronomy,Astronomy,experimental
77,Texas Christian University,Physics and Astronomy,Astronomy,experimental
78,"University of Alabama, Tuscaloosa",Physics & Astronomy,Astronomy,experimental
79,"University of California, Riverside",Physics & Astronomy,Astronomy,experimental
80,"University of California, San Diego",Physics,Astronomy,experimental
81,University of Cincinnati,Physics,Astronomy,experimental
82,University of Denver,Physics,Astronomy,experimental
83,University of Iowa,Physics & Astronomy,Astronomy,experimental
84,University of Kansas,Physics & Astronomy,Astronomy,experimental
85,"University of Massachusetts, Lowell",Physics & Applied Physics,Astronomy,experimental
86,University of Michigan,Applied Physics,Astronomy,experimental
87,"University of Missouri, Columbia",Physics & Astronomy,Astronomy,experimental
88,"University of Nevada, Las Vegas",Physics,Astronomy,experimental
89,"University of Nevada, Reno",Physics,Astronomy,experimental
90,University of Oklahoma,Physics & Astronomy,Astronomy,experimental
91,University of South Carolina,Physics & Astronomy,Astronomy,experimental
92,University of South Florida,Physics,Astronomy,experimental
93,University of Utah,Physics,Astronomy,experimental
94,Vanderbilt University,Physics & Astronomy,Astronomy,experimental
95,Western Michigan University,Physics,Astronomy,experimental
96,Iowa State University,Physics and Astronomy,Astronomy,theoretical
97,Michigan Technological University,Physics,Astronomy,theoretical
98,Missouri University of Science & Technology,Physics,Astronomy,theoretical
99,"Montana State University, Bozeman",Physics,Astronomy,theoretical
100,"University of Nevada, Las Vegas",Physics,Astronomy,theoretical
101,University of Oklahoma,Physics & Astronomy,Astronomy,theoretical
102,University of Utah,Physics,Astronomy,theoretical
103,Vanderbilt University,Physics & Astronomy,Astronomy,theoretical
104,Western Michigan University,Physics,Astronomy,theoretical
105,University of Maine,Physics and Astronomy,Astronomy (Numerical and Observational),experimental
106,University of Maine,Physics and Astronomy,Astronomy Education,experimental
107,University of South Florida,Physics,"Astronomy, Astrophysics, Planetary Science",experimental
108,Boston University,Physics,Astrophysics,experimental
109,Carnegie Mellon University,Physics,Astrophysics,experimental
110,Central Michigan University,Physics,Astrophysics,experimental
111,Columbia University,Physics,Astrophysics,experimental
112,Creighton University,Physics,Astrophysics,experimental
113,Drexel University,Physics,Astrophysics,experimental
114,Florida State University,Physics,Astrophysics,experimental
115,George Washington University,Physics,Astrophysics,experimental
116,Georgia Institute of Technology,Physics,Astrophysics,experimental
117,Harvard University,Physics,Astrophysics,experimental
118,"Indiana University, Bloomington",Physics,Astrophysics,experimental
119,Iowa State University,Physics and Astronomy,Astrophysics,experimental
120,Massachusetts Institute of Technology,Physics,Astrophysics,experimental
121,Michigan Technological University,Physics,Astrophysics,experimental
122,New Mexico Institute of Mining and Technology,Physics,Astrophysics,experimental
123,Northern Arizona University,Physics,Astrophysics,experimental
124,Northwestern University,Physics & Astronomy,Astrophysics,experimental
125,Ohio University,Physics and Astronomy,Astrophysics,experimental
126,Oklahoma State University,Physics,Astrophysics,experimental
127,Oregon State University,Physics,Astrophysics,experimental
128,Pennsylvania State University,Physics,Astrophysics,experimental
129,Purdue Universty,Physics,Astrophysics,experimental
130,Rensselaer Polytechnic Institute,"Physics, Applied Physics, Astronomy",Astrophysics,experimental
131,Rice University,Physics & Astronomy,Astrophysics,experimental
132,"Rutgers University, New Brunswick",Physics & Astronomy,Astrophysics,experimental
133,San Jose State University,Physics,Astrophysics,experimental
134,Texas Christian University,Physics and Astronomy,Astrophysics,experimental
135,Texas Tech University,Physics,Astrophysics,experimental
136,University of Alabama at Birmingham,Physics,Astrophysics,experimental
137,"University of California, Irvine",Physics,Astrophysics,experimental
138,"University of California, Santa Barbara",Physics,Astrophysics,experimental
139,University of Chicago,Astronomy & Astrophysics,Astrophysics,experimental
140,University of Chicago,Physics,Astrophysics,experimental
141,"University of Colorado, Boulder",Physics,Astrophysics,experimental
142,University of Delaware,Physics & Astronomy,Astrophysics,experimental
143,University of Denver,Physics,Astrophysics,experimental
144,"University of Illinois, Urbana-Champaign",Physics,Astrophysics,experimental
145,University of Kansas,Physics & Astronomy,Astrophysics,experimental
146,University of Maine,Physics and Astronomy,Astrophysics,experimental
147,"University of Maryland, Baltimore County",Physics Graduate Program,Astrophysics,experimental
148,University of Michigan,Applied Physics,Astrophysics,experimental
149,University of Minnesota,Physics,Astrophysics,experimental
150,"University of Minnesota, Duluth",Physics,Astrophysics,experimental
151,"University of North Carolina, Chapel Hill",Physics & Astronomy,Astrophysics,experimental
152,University of Notre Dame,Physics,Astrophysics,experimental
153,University of Oregon,Physics,Astrophysics,experimental
154,University of Pennsylvania,Physics,Astrophysics,experimental
155,University of Pittsburgh,Physics & Astronomy,Astrophysics,experimental
156,University of Rochester,Physics & Astronomy,Astrophysics,experimental
157,University of South Carolina,Physics & Astronomy,Astrophysics,experimental
158,University of Southern California,Physics & Astronomy,Astrophysics,experimental
159,"University of Texas, Arlington",Physics,Astrophysics,experimental
160,University of Utah,Physics,Astrophysics,experimental
161,University of Vermont,Physics,Astrophysics,experimental
162,University of Washington,Physics,Astrophysics,experimental
163,University of Wyoming,Physics & Astronomy,Astrophysics,experimental
164,Virginia Tech,Physics,Astrophysics,experimental
165,Washington University in St. Louis,Physics,Astrophysics,experimental
166,Wayne State University,Physics and Astronomy,Astrophysics,experimental
167,West Virginia University,Physics,Astrophysics,experimental
168,"California State University, Long Beach",Physics & Astronomy,Astrophysics,theoretical
169,Carnegie Mellon University,Physics,Astrophysics,theoretical
170,Clarkson University,Physics,Astrophysics,theoretical
171,Clemson University,Physics & Astronomy,Astrophysics,theoretical
172,Columbia University,Physics,Astrophysics,theoretical
173,Cornell University,Physics,Astrophysics,theoretical
174,Creighton University,Physics,Astrophysics,theoretical
175,DePaul University,Physics,Astrophysics,theoretical
176,Drexel University,Physics,Astrophysics,theoretical
177,Florida Atlantic University,Physics,Astrophysics,theoretical
178,Florida State University,Physics,Astrophysics,theoretical
179,George Mason University,Physical Sciences,Astrophysics,theoretical
180,George Washington University,Physics,Astrophysics,theoretical
181,Georgia Institute of Technology,Physics,Astrophysics,theoretical
182,Harvard University,Physics,Astrophysics,theoretical
183,"Indiana University, Bloomington",Physics,Astrophysics,theoretical
184,Kent State University,Department of Physics,Astrophysics,theoretical
185,Lehigh University,Physics,Astrophysics,theoretical
186,Massachusetts Institute of Technology,Physics,Astrophysics,theoretical
187,Miami University,Physics,Astrophysics,theoretical
188,Michigan Technological University,Physics,Astrophysics,theoretical
189,"Montana State University, Bozeman",Physics,Astrophysics,theoretical
190,New Mexico Institute of Mining and Technology,Physics,Astrophysics,theoretical
191,New Mexico State University,Astronomy,Astrophysics,theoretical
192,Northwestern University,Physics & Astronomy,Astrophysics,theoretical
193,Oakland University,Physics,Astrophysics,theoretical
194,Ohio University,Physics and Astronomy,Astrophysics,theoretical
195,Pennsylvania State University,Physics,Astrophysics,theoretical
196,Purdue Universty,Physics,Astrophysics,theoretical
197,Rensselaer Polytechnic Institute,"Physics, Applied Physics, Astronomy",Astrophysics,theoretical
198,Rice University,Physics & Astronomy,Astrophysics,theoretical
199,"Rutgers University, New Brunswick",Physics & Astronomy,Astrophysics,theoretical
200,San Diego State University,Physics,Astrophysics,theoretical
201,San Francisco State University,Physics & Astronomy,Astrophysics,theoretical
202,"State University of New York (SUNY), Stony Brook",Physics & Astronomy,Astrophysics,theoretical
203,Texas Tech University,Physics,Astrophysics,theoretical
204,University of Alabama at Birmingham,Physics,Astrophysics,theoretical
205,"University of Alabama, Tuscaloosa",Physics & Astronomy,Astrophysics,theoretical
206,University of Arizona,Physics,Astrophysics,theoretical
207,"University of California, Irvine",Physics,Astrophysics,theoretical
208,"University of California, San Diego",Physics,Astrophysics,theoretical
209,"University of California, Santa Barbara",Physics,Astrophysics,theoretical
210,University of Chicago,Astronomy & Astrophysics,Astrophysics,theoretical
211,University of Cincinnati,Physics,Astrophysics,theoretical
212,"University of Colorado, Boulder",Physics,Astrophysics,theoretical
213,University of Connecticut,Physics,Astrophysics,theoretical
214,University of Delaware,Physics & Astronomy,Astrophysics,theoretical
215,University of Denver,Physics,Astrophysics,theoretical
216,University of Florida,Physics,Astrophysics,theoretical
217,"University of Illinois, Urbana-Champaign",Physics,Astrophysics,theoretical
218,University of Iowa,Physics & Astronomy,Astrophysics,theoretical
219,University of Kansas,Physics & Astronomy,Astrophysics,theoretical
220,"University of Maryland, Baltimore County",Physics Graduate Program,Astrophysics,theoretical
221,"University of Massachusetts, Dartmouth",Physics,Astrophysics,theoretical
222,University of Michigan,Applied Physics,Astrophysics,theoretical
223,University of Minnesota,Physics,Astrophysics,theoretical
224,"University of Nevada, Las Vegas",Physics,Astrophysics,theoretical
225,"University of North Carolina, Chapel Hill",Physics & Astronomy,Astrophysics,theoretical
226,University of Notre Dame,Physics,Astrophysics,theoretical
227,University of Oregon,Physics,Astrophysics,theoretical
228,University of Pennsylvania,Physics,Astrophysics,theoretical
229,University of Pittsburgh,Physics & Astronomy,Astrophysics,theoretical
230,University of Rochester,Physics & Astronomy,Astrophysics,theoretical
231,University of Southern California,Physics & Astronomy,Astrophysics,theoretical
232,"University of Texas, Arlington",Physics,Astrophysics,theoretical
233,University of Utah,Physics,Astrophysics,theoretical
234,University of Virginia,Physics,Astrophysics,theoretical
235,University of Washington,Physics,Astrophysics,theoretical
236,"University of Wisconsin, Milwaukee",Physics,Astrophysics,theoretical
237,University of Wyoming,Physics & Astronomy,Astrophysics,theoretical
238,Washington University in St. Louis,Physics,Astrophysics,theoretical
239,West Virginia University,Physics,Astrophysics,theoretical
240,University of Chicago,Physics,Astrophysics & Cosmology,theoretical
241,Duke University,Physics,Astrophysics and Cosmology,experimental
242,"University of California, Riverside",Physics & Astronomy,Astrophysics and cosmology,theoretical
243,University of Maine,Physics and Astronomy,"Astrophysics, Astronomy, and General Relativity",theoretical
244,Alabama A&M University,Physics,"Atmosphere, Space Physics, Cosmic Rays",experimental
245,Baylor University,Physics,"Atmosphere, Space Physics, Cosmic Rays",experimental
246,Clemson University,Physics & Astronomy,"Atmosphere, Space Physics, Cosmic Rays",experimental
247,Eastern Michigan University,Physics and Astronomy,"Atmosphere, Space Physics, Cosmic Rays",experimental
248,"Montana State University, Bozeman",Physics,"Atmosphere, Space Physics, Cosmic Rays",experimental
249,Portland State University,Physics,"Atmosphere, Space Physics, Cosmic Rays",experimental
250,Rice University,Physics & Astronomy,"Atmosphere, Space Physics, Cosmic Rays",experimental
251,Stevens Institute of Technology,Physics And Engineering Physics,"Atmosphere, Space Physics, Cosmic Rays",experimental
252,"University of California, Berkeley",Physics,"Atmosphere, Space Physics, Cosmic Rays",experimental
253,"University of Colorado, Boulder",Physics,"Atmosphere, Space Physics, Cosmic Rays",experimental
254,University of Delaware,Physics & Astronomy,"Atmosphere, Space Physics, Cosmic Rays",experimental
255,University of Denver,Physics,"Atmosphere, Space Physics, Cosmic Rays",experimental
256,University of Iowa,Physics & Astronomy,"Atmosphere, Space Physics, Cosmic Rays",experimental
257,"University of Massachusetts, Lowell",Physics & Applied Physics,"Atmosphere, Space Physics, Cosmic Rays",experimental
258,University of Michigan,Applied Physics,"Atmosphere, Space Physics, Cosmic Rays",experimental
259,University of Minnesota,Physics,"Atmosphere, Space Physics, Cosmic Rays",experimental
260,University of Southern California,Physics & Astronomy,"Atmosphere, Space Physics, Cosmic Rays",experimental
261,Utah State University,Physics,"Atmosphere, Space Physics, Cosmic Rays",experimental
262,Washington University in St. Louis,Physics,"Atmosphere, Space Physics, Cosmic Rays",experimental
263,Alabama A&M University,Physics,"Atmosphere, Space Physics, Cosmic Rays",theoretical
264,Baylor University,Physics,"Atmosphere, Space Physics, Cosmic Rays",theoretical
265,Clemson University,Physics & Astronomy,"Atmosphere, Space Physics, Cosmic Rays",theoretical
266,Columbia University,Department of Applied Physics and Applied Mathematics,"Atmosphere, Space Physics, Cosmic Rays",theoretical
267,Eastern Michigan University,Physics and Astronomy,"Atmosphere, Space Physics, Cosmic Rays",theoretical
268,Rice University,Physics & Astronomy,"Atmosphere, Space Physics, Cosmic Rays",theoretical
269,"University of Colorado, Boulder",Physics,"Atmosphere, Space Physics, Cosmic Rays",theoretical
270,University of Delaware,Physics & Astronomy,"Atmosphere, Space Physics, Cosmic Rays",theoretical
271,University of Iowa,Physics & Astronomy,"Atmosphere, Space Physics, Cosmic Rays",theoretical
272,University of Kansas,Physics & Astronomy,"Atmosphere, Space Physics, Cosmic Rays",theoretical
273,University of Michigan,Applied Physics,"Atmosphere, Space Physics, Cosmic Rays",theoretical
274,University of Minnesota,Physics,"Atmosphere, Space Physics, Cosmic Rays",theoretical
275,Utah State University,Physics,"Atmosphere, Space Physics, Cosmic Rays",theoretical
276,"University of Maryland, College Park",Astronomy,Atmospheric & Space Physics,theoretical
277,Appalachian State University,Physics and Astronomy,Atmospheric and Environmental Physics,experimental
278,University of New Hampshire,Physics,Atmospheric Electricity,experimental
279,University of New Hampshire,Physics,Atmospheric Electricity,theoretical
280,University of Mississippi,Physics & Astronomy,"Atmospheric electricity, thunderstorm electrification",experimental
281,Michigan Technological University,Physics,Atmospheric Physics,experimental
282,New Mexico Institute of Mining and Technology,Physics,Atmospheric Physics,experimental
283,"University of Maryland, Baltimore County",Atmospheric Physics Graduate Program,Atmospheric Physics,experimental
284,"University of Maryland, Baltimore County",Physics Graduate Program,Atmospheric Physics,experimental
285,"University of Nevada, Reno",Physics,Atmospheric Physics,experimental
286,Michigan Technological University,Physics,Atmospheric Physics,theoretical
287,New Mexico Institute of Mining and Technology,Physics,Atmospheric Physics,theoretical
288,"University of Maryland, Baltimore County",Atmospheric Physics Graduate Program,Atmospheric Physics,theoretical
289,"University of Maryland, Baltimore County",Physics Graduate Program,Atmospheric Physics,theoretical
290,"State University of New York (SUNY), Stony Brook",Physics & Astronomy,Atomic and Molecular Physics,theoretical
291,Princeton University,Physics,Atomic Physics,experimental
292,"University of Wisconsin, Madison",Physics,"Atomic, Molecular and Optical Theory",theoretical
293,Appalachian State University,Physics and Astronomy,"Atomic, Molecular, & Optical Physics",experimental
294,Auburn University,Physics,"Atomic, Molecular, & Optical Physics",experimental
295,Baylor University,Physics,"Atomic, Molecular, & Optical Physics",experimental
296,Bryn Mawr College,Physics,"Atomic, Molecular, & Optical Physics",experimental
297,Clemson University,Physics & Astronomy,"Atomic, Molecular, & Optical Physics",experimental
298,College of William and Mary,Physics,"Atomic, Molecular, & Optical Physics",experimental
299,Colorado State University,Physics,"Atomic, Molecular, & Optical Physics",experimental
300,Columbia University,Physics,"Atomic, Molecular, & Optical Physics",experimental
301,Creighton University,Physics,"Atomic, Molecular, & Optical Physics",experimental
302,Creighton University,Physics,"Atomic, Molecular, & Optical Physics",experimental
303,Duke University,Physics,"Atomic, Molecular, & Optical Physics",experimental
304,Eastern Michigan University,Physics and Astronomy,"Atomic, Molecular, & Optical Physics",experimental
305,Florida International University,Physics,"Atomic, Molecular, & Optical Physics",experimental
306,Florida State University,Physics,"Atomic, Molecular, & Optical Physics",experimental
307,George Mason University,Physical Sciences,"Atomic, Molecular, & Optical Physics",experimental
308,Georgia Institute of Technology,Physics,"Atomic, Molecular, & Optical Physics",experimental
309,Harvard University,Physics,"Atomic, Molecular, & Optical Physics",experimental
310,"Indiana University, Bloomington",Physics,"Atomic, Molecular, & Optical Physics",experimental
311,Kansas State University,Physics,"Atomic, Molecular, & Optical Physics",experimental
312,Lehigh University,Physics,"Atomic, Molecular, & Optical Physics",experimental
313,Massachusetts Institute of Technology,Physics,"Atomic, Molecular, & Optical Physics",experimental
314,Miami University,Physics,"Atomic, Molecular, & Optical Physics",experimental
315,Missouri University of Science & Technology,Physics,"Atomic, Molecular, & Optical Physics",experimental
316,"Montana State University, Bozeman",Physics,"Atomic, Molecular, & Optical Physics",experimental
317,New Jersey Institute of Technology,Physics,"Atomic, Molecular, & Optical Physics",experimental
318,New Mexico State University,Physics,"Atomic, Molecular, & Optical Physics",experimental
319,"North Carolina State University, Raleigh",Physics,"Atomic, Molecular, & Optical Physics",experimental
320,Northwestern University,Physics & Astronomy,"Atomic, Molecular, & Optical Physics",experimental
321,Ohio State University,Physics,"Atomic, Molecular, & Optical Physics",experimental
322,Oklahoma State University,Physics,"Atomic, Molecular, & Optical Physics",experimental
323,Old Dominion University,Physics,"Atomic, Molecular, & Optical Physics",experimental
324,Oregon State University,Physics,"Atomic, Molecular, & Optical Physics",experimental
325,Pennsylvania State University,Physics,"Atomic, Molecular, & Optical Physics",experimental
326,Portland State University,Physics,"Atomic, Molecular, & Optical Physics",experimental
327,Purdue Universty,Physics,"Atomic, Molecular, & Optical Physics",experimental
328,Rice University,Physics & Astronomy,"Atomic, Molecular, & Optical Physics",experimental
329,Seton Hall University,Physics,"Atomic, Molecular, & Optical Physics",experimental
330,Stanford University,Physics,"Atomic, Molecular, & Optical Physics",experimental
331,"State University of New York (SUNY), Stony Brook",Physics & Astronomy,"Atomic, Molecular, & Optical Physics",experimental
332,"State University of New York (SUNY), Univ. at Buffalo",Physics,"Atomic, Molecular, & Optical Physics",experimental
333,Texas Christian University,Physics and Astronomy,"Atomic, Molecular, & Optical Physics",experimental
334,University of Arizona,Physics,"Atomic, Molecular, & Optical Physics",experimental
335,University of California Merced,Physics,"Atomic, Molecular, & Optical Physics",experimental
336,"University of California, Berkeley",Physics,"Atomic, Molecular, & Optical Physics",experimental
337,"University of California, Riverside",Physics & Astronomy,"Atomic, Molecular, & Optical Physics",experimental
338,"University of California, Riverside",Physics & Astronomy,"Atomic, Molecular, & Optical Physics",experimental
339,"University of California, San Diego",Physics,"Atomic, Molecular, & Optical Physics",experimental
340,"University of California, Santa Barbara",Physics,"Atomic, Molecular, & Optical Physics",experimental
341,University of Central Florida,Physics,"Atomic, Molecular, & Optical Physics",experimental
342,University of Chicago,Physics,"Atomic, Molecular, & Optical Physics",experimental
343,"University of Colorado, Boulder",Physics,"Atomic, Molecular, & Optical Physics",experimental
344,University of Connecticut,Physics,"Atomic, Molecular, & Optical Physics",experimental
345,University of Delaware,Physics & Astronomy,"Atomic, Molecular, & Optical Physics",experimental
346,"University of Illinois, Chicago",Physics,"Atomic, Molecular, & Optical Physics",experimental
347,"University of Illinois, Urbana-Champaign",Physics,"Atomic, Molecular, & Optical Physics",experimental
348,University of Michigan,Applied Physics,"Atomic, Molecular, & Optical Physics",experimental
349,"University of Nebraska, Lincoln",Physics & Astronomy,"Atomic, Molecular, & Optical Physics",experimental
350,"University of Nebraska, Lincoln",Physics & Astronomy,"Atomic, Molecular, & Optical Physics",experimental
351,"University of Nebraska, Lincoln",Physics & Astronomy,"Atomic, Molecular, & Optical Physics",experimental
352,"University of Nebraska, Lincoln",Physics & Astronomy,"Atomic, Molecular, & Optical Physics",experimental
353,"University of Nebraska, Lincoln",Physics & Astronomy,"Atomic, Molecular, & Optical Physics",experimental
354,"University of Nebraska, Lincoln",Physics & Astronomy,"Atomic, Molecular, & Optical Physics",experimental
355,"University of Nevada, Las Vegas",Physics,"Atomic, Molecular, & Optical Physics",experimental
356,"University of Nevada, Reno",Physics,"Atomic, Molecular, & Optical Physics",experimental
357,University of Notre Dame,Physics,"Atomic, Molecular, & Optical Physics",experimental
358,University of Oklahoma,Physics & Astronomy,"Atomic, Molecular, & Optical Physics",experimental
359,University of South Florida,Physics,"Atomic, Molecular, & Optical Physics",experimental
360,University of Texas at Austin,Physics,"Atomic, Molecular, & Optical Physics",experimental
361,University of Virginia,Physics,"Atomic, Molecular, & Optical Physics",experimental
362,University of Washington,Physics,"Atomic, Molecular, & Optical Physics",experimental
363,Vanderbilt University,Physics & Astronomy,"Atomic, Molecular, & Optical Physics",experimental
364,Wake Forest University,Physics,"Atomic, Molecular, & Optical Physics",experimental
365,Western Michigan University,Physics,"Atomic, Molecular, & Optical Physics",experimental
366,Auburn University,Physics,"Atomic, Molecular, & Optical Physics",theoretical
367,Clark University,Physics,"Atomic, Molecular, & Optical Physics",theoretical
368,Cornell University,Physics,"Atomic, Molecular, & Optical Physics",theoretical
369,Georgetown University,Physics,"Atomic, Molecular, & Optical Physics",theoretical
370,Georgia Institute of Technology,Physics,"Atomic, Molecular, & Optical Physics",theoretical
371,Georgia State University,Physics & Astronomy,"Atomic, Molecular, & Optical Physics",theoretical
372,Harvard University,Physics,"Atomic, Molecular, & Optical Physics",theoretical
373,Kansas State University,Physics,"Atomic, Molecular, & Optical Physics",theoretical
374,Lehigh University,Physics,"Atomic, Molecular, & Optical Physics",theoretical
375,Massachusetts Institute of Technology,Physics,"Atomic, Molecular, & Optical Physics",theoretical
376,Missouri University of Science & Technology,Physics,"Atomic, Molecular, & Optical Physics",theoretical
377,Oakland University,Physics,"Atomic, Molecular, & Optical Physics",theoretical
378,Oklahoma State University,Physics,"Atomic, Molecular, & Optical Physics",theoretical
379,Old Dominion University,Physics,"Atomic, Molecular, & Optical Physics",theoretical
380,Pennsylvania State University,Physics,"Atomic, Molecular, & Optical Physics",theoretical
381,Portland State University,Physics,"Atomic, Molecular, & Optical Physics",theoretical
382,Purdue Universty,Physics,"Atomic, Molecular, & Optical Physics",theoretical
383,Rice University,Physics & Astronomy,"Atomic, Molecular, & Optical Physics",theoretical
384,Texas Tech University,Physics,"Atomic, Molecular, & Optical Physics",theoretical
385,University of Arizona,Physics,"Atomic, Molecular, & Optical Physics",theoretical
386,University of California Merced,Physics,"Atomic, Molecular, & Optical Physics",theoretical
387,"University of California, Berkeley",Physics,"Atomic, Molecular, & Optical Physics",theoretical
388,University of Central Florida,Physics,"Atomic, Molecular, & Optical Physics",theoretical
389,University of Chicago,Physics,"Atomic, Molecular, & Optical Physics",theoretical
390,"University of Colorado, Boulder",Physics,"Atomic, Molecular, & Optical Physics",theoretical
391,University of Connecticut,Physics,"Atomic, Molecular, & Optical Physics",theoretical
392,University of Delaware,Physics & Astronomy,"Atomic, Molecular, & Optical Physics",theoretical
393,"University of Illinois, Urbana-Champaign",Physics,"Atomic, Molecular, & Optical Physics",theoretical
394,University of Iowa,Physics & Astronomy,"Atomic, Molecular, & Optical Physics",theoretical
395,"University of Massachusetts, Dartmouth",Physics,"Atomic, Molecular, & Optical Physics",theoretical
396,"University of Nebraska, Lincoln",Physics & Astronomy,"Atomic, Molecular, & Optical Physics",theoretical
397,"University of Nebraska, Lincoln",Physics & Astronomy,"Atomic, Molecular, & Optical Physics",theoretical
398,"University of Nebraska, Lincoln",Physics & Astronomy,"Atomic, Molecular, & Optical Physics",theoretical
399,"University of Nevada, Las Vegas",Physics,"Atomic, Molecular, & Optical Physics",theoretical
400,"University of Nevada, Reno",Physics,"Atomic, Molecular, & Optical Physics",theoretical
401,University of Notre Dame,Physics,"Atomic, Molecular, & Optical Physics",theoretical
402,University of Oklahoma,Physics & Astronomy,"Atomic, Molecular, & Optical Physics",theoretical
403,University of Rochester,Physics & Astronomy,"Atomic, Molecular, & Optical Physics",theoretical
404,University of Southern California,Physics & Astronomy,"Atomic, Molecular, & Optical Physics",theoretical
405,Virginia Commonwealth University,Physics,"Atomic, Molecular, & Optical Physics",theoretical
406,Wayne State University,Physics and Astronomy,"Atomic, Molecular, & Optical Physics",theoretical
407,Western Michigan University,Physics,"Atomic, Molecular, & Optical Physics",theoretical
408,University of Rochester,Physics & Astronomy,"Atomic, Molecular, & Optlcal Physics",experimental
409,"University of Wisconsin, Madison",Physics,"Atomic, Molecular, and Optical Experiment",experimental
